"","Bee.01.16S.repl1.R1.fastq","Bee.01.16S.repl2.R1.fastq","Bee.02.16S.repl1.R1.fastq","Bee.02.16S.repl2.R1.fastq","Bee.03.16S.repl1.R1.fastq","Bee.03.16S.repl2.R1.fastq","Bee.04.16S.repl1.R1.fastq","Bee.04.16S.repl2.R1.fastq","Bee.05.16S.repl1.R1.fastq","Bee.05.16S.repl2.R1.fastq","Bee.06.16S.repl1.R1.fastq","Bee.06.16S.repl2.R1.fastq","Bee.07.16S.repl1.R1.fastq","Bee.07.16S.repl2.R1.fastq","Bee.08.16S.repl1.R1.fastq","Bee.08.16S.repl2.R1.fastq","Bee.09.16S.repl1.R1.fastq","Bee.09.16S.repl2.R1.fastq","Bee.10.16S.repl1.R1.fastq","Bee.10.16S.repl2.R1.fastq","Bee.11.16S.repl1.R1.fastq","Bee.11.16S.repl2.R1.fastq","Bee.12.16S.repl1.R1.fastq","Bee.12.16S.repl2.R1.fastq","Bee.13.16S.repl1.R1.fastq","Bee.13.16S.repl2.R1.fastq","Bee.14.16S.repl1.R1.fastq","Bee.14.16S.repl2.R1.fastq","Bee.15.16S.repl1.R1.fastq","Bee.15.16S.repl2.R1.fastq","Bee.16.16S.repl1.R1.fastq","Bee.16.16S.repl2.R1.fastq","Bee.17.16S.repl1.R1.fastq","Bee.17.16S.repl2.R1.fastq","Bee.18.16S.repl1.R1.fastq","Bee.18.16S.repl2.R1.fastq","Bee.19.16S.repl1.R1.fastq","Bee.19.16S.repl2.R1.fastq","Bee.20.16S.repl1.R1.fastq","Bee.20.16S.repl2.R1.fastq","Bee.21.16S.repl1.R1.fastq","Bee.21.16S.repl2.R1.fastq","Bee.22.16S.repl1.R1.fastq","Bee.22.16S.repl2.R1.fastq","Bee.23.16S.repl1.R1.fastq","Bee.23.16S.repl2.R1.fastq","Bee.24.16S.repl1.R1.fastq","Bee.24.16S.repl2.R1.fastq","Bee.25.16S.repl1.R1.fastq","Bee.25.16S.repl2.R1.fastq","Bee.26.16S.repl1.R1.fastq","Bee.26.16S.repl2.R1.fastq","Bee.27.16S.repl1.R1.fastq","Bee.27.16S.repl2.R1.fastq","Bee.28.16S.repl1.R1.fastq","Bee.28.16S.repl2.R1.fastq","Bee.29.16S.repl1.R1.fastq","Bee.29.16S.repl2.R1.fastq","Bee.30.16S.repl1.R1.fastq","Bee.30.16S.repl2.R1.fastq","Bee.31.16S.repl1.R1.fastq","Bee.31.16S.repl2.R1.fastq","Bee.32.16S.repl1.R1.fastq","Bee.32.16S.repl2.R1.fastq","Bee.33.16S.repl1.R1.fastq","Bee.33.16S.repl2.R1.fastq","Bee.34.16S.repl1.R1.fastq","Bee.34.16S.repl2.R1.fastq","Bee.35.16S.repl1.R1.fastq","Bee.35.16S.repl2.R1.fastq","Bee.36.16S.repl1.R1.fastq","Bee.36.16S.repl2.R1.fastq","Bee.37.16S.repl1.R1.fastq","Bee.37.16S.repl2.R1.fastq","Bee.38.16S.repl1.R1.fastq","Bee.38.16S.repl2.R1.fastq","Bee.39.16S.repl1.R1.fastq","Bee.39.16S.repl2.R1.fastq","Bee.40.16S.repl1.R1.fastq","Bee.40.16S.repl2.R1.fastq","BeeNCE.16S.repl1.R1.fastq","BeeNCE.16S.repl2.R1.fastq","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_0016","327","408","225","292","142","201","575","564","198","207","456","356","9","39","104","74","0","12","404","641","145","267","64","84","109","104","225","251","28","18","0","11","41","38","121","132","105","180","0","13","0","0","65","66","1611","1016","163","136","759","785","174","171","39","47","7","0","0","0","19","0","0","18","245","178","1432","1388","109","124","277","242","118","82","351","251","59","20","135","115","15","167","103","175","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0017","0","0","84","103","0","0","115","145","0","0","6","0","0","26","0","182","0","22","0","9","0","152","50","61","0","8","19","31","7","18","5404","5385","33","31","42","57","0","0","0","0","0","0","0","0","0","0","12","0","13","0","347","269","16","9","0","0","0","0","0","0","0","0","0","10","15","0","11","12","10","11","12","14","64","65","0","0","0","0","0","0","84","135","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia-Obesumbacterium",NA
"ASV_0018","126","196","0","0","307","413","315","333","60","101","964","873","0","84","0","0","0","27","125","201","195","447","0","0","148","182","144","163","0","0","0","0","0","32","67","43","817","1047","82","128","32","0","299","200","540","334","0","0","76","82","181","226","0","27","0","0","66","56","117","89","0","0","515","368","184","165","208","239","0","0","181","136","175","133","0","0","0","0","0","316","70","84","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0019","171","141","0","0","128","193","89","81","8","8","0","0","35","48","699","630","84","197","0","0","1048","1474","154","205","0","0","237","250","21","50","44","65","0","0","1004","1145","0","0","0","10","7","4","46","33","20","23","371","229","0","6","102","105","148","127","257","179","157","150","17","17","21","5","12","28","6","10","185","173","0","0","565","443","112","96","235","181","0","0","0","0","27","41","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",NA
"ASV_0020","0","0","0","0","23","46","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","170","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","117","0","0","0","0","0","0","0","0","4461","2900","0","0","25","18","62","49","32","0","0","18","374","272","0","0","0","0","16","0","86","120","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",NA
"ASV_0021","0","0","14","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","81","0","0","0","0","0","0","0","3546","2852","661","560","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA
"ASV_0022","0","2","0","0","0","0","0","0","0","0","85","0","106","0","0","0","50","0","180","0","202","0","200","0","268","0","260","0","287","4","270","0","28","0","901","0","345","0","277","0","244","0","230","0","314","0","161","0","16","0","48","0","168","0","57","0","152","0","222","0","174","0","56","0","56","0","88","0","263","0","98","0","364","0","212","0","211","0","317","0","19","190","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia",NA
"ASV_0023","82","100","181","207","121","191","113","94","112","132","67","56","0","0","0","0","0","0","0","48","0","0","625","661","0","0","0","0","0","0","0","0","0","44","42","0","173","190","45","38","142","127","1197","925","0","0","0","0","0","0","226","187","112","90","0","0","0","0","0","27","0","0","31","0","0","0","0","0","359","310","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Orbaceae","Frischella","perrara"
"ASV_0024","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","90","0","8","8","0","0","0","16","3572","2958","74","52","0","0","16","36","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea",NA
"ASV_0025","111","158","165","192","171","189","93","87","27","29","139","137","0","29","18","0","0","0","0","0","170","255","145","150","37","42","0","0","0","0","0","0","0","0","165","125","95","91","0","0","21","21","150","109","274","144","109","53","66","57","147","111","45","63","44","29","0","0","21","18","147","90","53","47","216","227","173","143","154","135","26","24","42","23","108","80","93","84","0","77","0","29","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"ASV_0026","0","0","112","126","0","0","0","0","0","0","34","0","0","0","0","0","0","0","172","200","0","0","55","57","922","1217","0","0","0","0","0","0","0","0","0","0","181","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1325","1171","0","0","0","0","0","0","158","163","38","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",NA
"ASV_0027","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2506","1954","32","25","0","0","0","0","24","0","0","18","0","0","0","0","0","0","0","0","0","0","74","60","0","0","0","0","0","0","73","78","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia",NA
"ASV_0028","0","0","0","17","9","0","14","16","9","0","0","0","0","0","0","0","0","0","0","15","161","237","101","124","96","94","129","124","0","0","0","0","0","0","0","0","54","58","0","0","0","0","236","190","0","0","31","20","0","0","45","33","134","143","70","42","15","16","12","0","19","0","40","34","130","134","168","161","274","226","110","89","91","82","81","83","217","172","13","208","28","33","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Snodgrassella","alvi"
"ASV_0029","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","359","341","0","0","0","0","0","0","120","76","0","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1891","1632","10","0","11","3","0","0","3","47","52","0","3","8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV_0030","47","0","84","0","359","0","1276","0","66","0","376","0","784","0","118","0","0","0","1006","0","47","0","0","0","158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia",NA
"ASV_0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1585","1966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",NA
"ASV_0032","0","0","0","0","0","21","0","0","1404","1515","40","48","0","0","0","0","0","0","0","0","0","0","0","0","43","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus",NA
"ASV_0033","0","0","7","0","4","0","0","0","13","12","3","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","2","0","0","0","0","0","5","9","0","64","64","0","0","30","35","377","243","0","0","0","0","0","0","11","12","50","34","123","92","0","0","33","35","3","0","3","0","0","11","0","0","131","132","12","7","28","21","281","244","451","365","7","0","11","9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Apibacter",NA
"ASV_0034","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1371","1117","19","16","0","0","0","0","15","0","0","12","0","0","0","0","0","0","0","0","0","0","30","22","0","0","0","0","0","4","35","61","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","stuartii"
"ASV_0035","0","0","0","0","0","0","73","64","0","0","166","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186","215","0","0","0","0","0","0","0","0","82","68","0","0","0","0","0","0","0","0","246","140","90","80","0","0","0","0","0","0","0","0","0","0","0","0","172","111","0","0","0","0","0","0","0","0","213","182","0","0","0","0","0","0","0","0","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","asteroides"
"ASV_0036","0","0","0","0","0","32","0","0","0","0","0","5","0","40","1000","984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",NA
"ASV_0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","592","490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","364","301","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Orbaceae","Frischella",NA
"ASV_0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","31","0","0","44","48","0","0","0","0","0","0","0","0","0","0","0","0","86","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","259","213","0","0","0","0","0","0","245","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Orbaceae","Frischella",NA
"ASV_0039","6","0","10","0","18","0","32","0","15","0","133","0","126","0","27","0","7","0","22","0","46","0","16","0","107","0","33","0","27","0","89","0","0","0","4","0","30","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","19","0","48","0","35","0","42","0","108","0","100","0","51","0","18","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae","Candidatus Lariskella",NA
"ASV_0040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","70","77","0","0","0","0","565","478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Orbaceae","Frischella",NA
"ASV_0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","611","510","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea",NA
"ASV_0042","16","11","10","26","23","20","35","33","20","75","23","37","47","71","14","23","0","0","2","0","14","2","54","3","4","0","11","3","28","0","0","0","0","0","22","0","37","0","83","0","25","0","21","0","56","0","15","0","0","19","0","11","11","24","6","13","16","5","0","22","2","5","9","0","0","4","0","19","0","14","0","0","0","9","0","13","2","6","0","0","4","13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"ASV_0043","0","0","55","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","379","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","166","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","349","299","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV_0045","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","0","0","0","0","0","0","0","480","331","0","0","0","0","0","0","0","0","0","0","0","0","14","8","0","0","0","0","0","0","17","22","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium",NA
"ASV_0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","468","336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",NA
"ASV_0047","0","0","0","0","0","0","0","0","0","0","433","367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0048","10","13","19","20","16","16","20","15","27","11","13","14","11","23","15","8","0","5","0","0","0","0","36","0","0","0","16","0","17","0","13","0","6","0","0","0","14","0","37","0","0","0","0","0","14","0","19","17","5","23","7","15","17","33","14","14","10","16","6","20","0","11","11","0","0","5","0","12","0","14","0","0","0","0","4","9","0","0","0","0","0","19","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"ASV_0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","296","286","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",NA
"ASV_0050","6","10","0","0","34","43","0","0","36","38","0","0","0","0","0","0","0","0","0","0","15","25","0","0","6","9","11","11","0","0","0","0","0","0","19","24","0","0","0","0","4","0","10","6","0","0","0","0","0","0","7","8","20","20","31","6","0","0","6","0","0","0","9","0","0","0","0","0","57","40","67","43","7","0","25","11","0","0","0","0","0","0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus",NA
"ASV_0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","373","284","0","0","0","0","0","0","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Neokomagataea",NA
"ASV_0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","294","307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Zymobacter","palmae"
"ASV_0053","1","3","0","2","16","21","0","2","5","5","14","19","0","0","31","21","0","0","10","15","19","13","11","8","9","10","10","12","0","1","0","2","0","0","3","6","2","1","0","0","0","0","14","7","14","5","2","2","3","3","0","1","2","0","0","0","0","0","0","0","3","1","42","7","5","11","15","18","31","29","5","8","12","4","1","0","22","5","1","9","1","3","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0054","5","2","4","4","7","11","16","10","50","37","16","11","0","1","13","11","0","0","6","15","4","14","0","2","1","2","5","2","0","0","0","1","2","2","7","23","6","9","0","0","0","0","6","1","4","9","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","1","11","19","0","0","4","2","26","28","3","5","7","2","0","0","3","4","2","7","0","1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211","214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",NA
"ASV_0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","191","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA
"ASV_0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","139","0","73","0","17","0","10","0","111","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV_0058","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","9","0","46","3","21","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","13","0","0","0","3","0","22","4","82","13","80","18","31","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas",NA
"ASV_0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","0","25","0","23","0","63","0","30","0","32","0","17","0","15","0","51","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia",NA
"ASV_0060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Orbaceae","Gilliamella",NA
"ASV_0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315","0","7","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV_0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",NA
"ASV_0063","0","2","1","8","4","7","19","9","3","4","0","0","0","0","0","0","0","0","4","7","13","28","2","2","0","3","16","7","0","3","1","0","0","0","7","13","5","0","0","0","0","0","9","4","2","2","0","0","14","24","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","24","34","6","5","5","2","14","6","0","0","5","0","0","2","0","1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0064","1","2","0","0","4","14","13","14","21","10","5","2","0","2","26","19","0","0","5","10","8","16","2","0","0","3","16","7","2","0","0","1","1","0","14","10","0","2","0","0","0","0","0","0","3","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","3","35","13","2","1","0","2","0","1","14","5","1","0","9","0","0","0","1","2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0065","4","5","3","2","4","3","13","11","20","4","4","5","0","0","3","0","0","1","3","2","2","10","0","1","2","0","7","5","0","0","0","0","1","1","19","15","0","1","0","0","0","0","1","0","3","21","0","1","4","2","0","0","0","0","0","0","0","0","1","0","0","1","3","4","13","19","4","4","29","23","2","1","7","2","0","1","7","1","0","2","2","2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","163","128","6","8","0","0","0","0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV_0067","5","8","0","1","0","0","3","1","3","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","6","0","0","11","7","0","0","0","0","0","0","0","0","0","1","69","69","0","0","4","4","0","3","0","14","1","6","0","0","0","0","0","4","2","1","8","2","8","7","9","8","0","0","0","0","6","12","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",NA
"ASV_0068","18","14","10","17","13","17","0","17","10","13","0","36","0","0","0","18","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","5","0","13","0","0","0","15","0","8","0","0","0","16","0","23","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
